State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,06/04/2025,1200,1600,1600
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai )","Sweet Potato","Hosur Red",Local,06/04/2025,3000,3600,3600
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai )","Tamarind Fruit","Tamarind Fruit",Local,06/04/2025,10000,12000,12000
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai )",Thondekai,Thondekai,Local,06/04/2025,4000,4800,4800
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai )","Tube Flower","Tube Flower",Local,06/04/2025,35000,40000,40000
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai )","Tube Rose(Loose)","Tube Rose (Loose)",Local,06/04/2025,4000,5000,5000
"Tamil Nadu",Thiruvannamalai,"Vandavasi(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,06/04/2025,5000,6000,6000
"Tamil Nadu",Thiruvannamalai,"Vandavasi(Uzhavar Sandhai )",Colacasia,Colacasia,Local,06/04/2025,4000,4800,4800
"Tamil Nadu",Thiruvannamalai,"Vandavasi(Uzhavar Sandhai )",Drumstick,Drumstick,Local,06/04/2025,3600,4200,4200
"Tamil Nadu",Thiruvannamalai,"Vandavasi(Uzhavar Sandhai )","Onion Green","Onion Green",Local,06/04/2025,3000,4000,4000
"Tamil Nadu",Thiruvannamalai,"Vandavasi(Uzhavar Sandhai )",Tapioca,Tapioca,Local,06/04/2025,2500,3000,3000
"Tamil Nadu",Thiruvannamalai,"Vandavasi(Uzhavar Sandhai )","Yam (Ratalu)","Yam (Ratalu)",Local,06/04/2025,4000,4800,4800
"Tamil Nadu",Thiruvarur,"Mannargudi I(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,06/04/2025,5000,5000,5000
"Tamil Nadu",Thiruvarur,"Mannargudi I(Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,06/04/2025,6000,6000,6000
"Tamil Nadu",Thiruvarur,"Mannargudi I(Uzhavar Sandhai )",Garlic,Average,Local,06/04/2025,14000,14000,14000
"Tamil Nadu",Thiruvarur,"Mannargudi I(Uzhavar Sandhai )",Lemon,Lemon,Local,06/04/2025,7000,7000,7000
"Tamil Nadu",Thiruvarur,"Mannargudi I(Uzhavar Sandhai )",Lime,Lime,Local,06/04/2025,3000,3000,3000
"Tamil Nadu",Thiruvarur,"Mannargudi I(Uzhavar Sandhai )",Onion,Bellary,Local,06/04/2025,2800,3600,3600
"Tamil Nadu",Thiruvarur,"Mannargudi I(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,06/04/2025,2000,2000,2000
"Tamil Nadu",Thiruvarur,"Mannargudi I(Uzhavar Sandhai )",Tomato,Deshi,Local,06/04/2025,1800,1800,1800
"Tamil Nadu",Thiruvarur,"Mannargudi II(Uzhavar Sandhai )",Ashgourd,Gouard,Local,06/04/2025,2000,2000,2000
"Tamil Nadu",Thiruvarur,"Mannargudi II(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,06/04/2025,2800,2800,2800
"Tamil Nadu",Thiruvarur,"Mannargudi II(Uzhavar Sandhai )",Drumstick,Drumstick,Local,06/04/2025,3000,3000,3000
"Tamil Nadu",Thiruvarur,"Mannargudi II(Uzhavar Sandhai )",Lemon,Lemon,Local,06/04/2025,7000,7000,7000
"Tamil Nadu",Thiruvarur,"Mannargudi II(Uzhavar Sandhai )",Raddish,Raddish,Local,06/04/2025,2600,2600,2600
"Tamil Nadu",Thiruvarur,"Muthupettai(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,06/04/2025,2800,2800,2800
"Tamil Nadu",Thiruvarur,"Muthupettai(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,06/04/2025,3000,3000,3000
"Tamil Nadu",Thiruvarur,"Muthupettai(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,06/04/2025,2000,2000,2000
"Tamil Nadu",Thiruvarur,"Needamangalam(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,06/04/2025,1000,1000,1000
"Tamil Nadu",Thiruvarur,"Needamangalam(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,06/04/2025,2600,2600,2600
"Tamil Nadu",Thiruvarur,"Needamangalam(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,06/04/2025,3400,3400,3400
"Tamil Nadu",Thiruvarur,"Needamangalam(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,06/04/2025,2800,2800,2800
"Tamil Nadu",Thiruvarur,"Tiruthuraipoondi(Uzhavar Sandhai )",Ashgourd,Gouard,Local,06/04/2025,2500,2500,2500
"Tamil Nadu",Thiruvarur,"Tiruthuraipoondi(Uzhavar Sandhai )",Groundnut,"Big (With Shell)",Local,06/04/2025,6000,6000,6000
"Tamil Nadu",Thiruvarur,"Tiruthuraipoondi(Uzhavar Sandhai )",Lemon,Lemon,Local,06/04/2025,4000,4000,4000
"Tamil Nadu",Thiruvarur,"Tiruthuraipoondi(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,06/04/2025,4000,4000,4000
"Tamil Nadu",Thiruvarur,"Tiruthuraipoondi(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,06/04/2025,3000,3000,3000
"Tamil Nadu",Thiruvarur,"Tiruvarur(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,06/04/2025,1000,1500,1500
"Tamil Nadu",Thiruvarur,"Tiruvarur(Uzhavar Sandhai )",Apple,American,Local,06/04/2025,18000,18000,18000
"Tamil Nadu",Thiruvarur,"Tiruvarur(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,06/04/2025,3500,3500,3500
"Tamil Nadu",Thiruvarur,"Tiruvarur(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,06/04/2025,2000,2000,2000
"Tamil Nadu",Thiruvarur,"Tiruvarur(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,06/04/2025,4000,4000,4000
"Tamil Nadu",Thiruvarur,"Tiruvarur(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,06/04/2025,5000,5000,5000
"Tamil Nadu",Thiruvarur,"Tiruvarur(Uzhavar Sandhai )",Grapes,Annabesahai,Local,06/04/2025,10000,10000,10000
"Tamil Nadu",Thiruvarur,"Tiruvarur(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,06/04/2025,5000,5000,5000
"Tamil Nadu",Thiruvarur,"Tiruvarur(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,06/04/2025,3200,3200,3200
"Tamil Nadu",Thiruvarur,"Tiruvarur(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,06/04/2025,3600,3600,3600
"Tamil Nadu",Thiruvarur,"Tiruvarur(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,06/04/2025,2800,2800,2800
"Tamil Nadu",Thiruvarur,Valangaiman,"Green Chilli","Green Chilly",Local,06/04/2025,3000,3000,3000
"Tamil Nadu",Thiruvarur,Valangaiman,Mint(Pudina),Mint(Pudina),Local,06/04/2025,3000,3000,3000
"Tamil Nadu",Thiruvarur,Valangaiman,"Onion Green","Onion Green",Local,06/04/2025,5000,5000,5000
"Tamil Nadu",Thiruvellore,"Ambattur(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,06/04/2025,3500,3500,3500
"Tamil Nadu",Thiruvellore,"Ambattur(Uzhavar Sandhai )",Coconut,Coconut,Local,06/04/2025,5000,5000,5000
"Tamil Nadu",Thiruvellore,"Naravarikuppam(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,06/04/2025,3500,3500,3500
"Tamil Nadu",Thiruvellore,"Naravarikuppam(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,06/04/2025,4000,4000,4000
"Tamil Nadu",Thiruvellore,"Naravarikuppam(Uzhavar Sandhai )",Brinjal,Round,Local,06/04/2025,4000,4000,4000
"Tamil Nadu",Thiruvellore,"Naravarikuppam(Uzhavar Sandhai )",Onion,Bellary,Local,06/04/2025,3500,3500,3500
"Tamil Nadu",Thiruvellore,"Naravarikuppam(Uzhavar Sandhai )","Onion Green","Onion Green",Local,06/04/2025,5000,5000,5000
"Tamil Nadu",Thiruvellore,"Paruthipattu(Uzhavar Sandhai )",Banana,Besrai,Local,06/04/2025,3000,3000,3000
"Tamil Nadu",Thiruvellore,"Paruthipattu(Uzhavar Sandhai )",Brinjal,Round,Local,06/04/2025,4000,4000,4000
"Tamil Nadu",Thiruvellore,"Paruthipattu(Uzhavar Sandhai )",Onion,Bellary,Local,06/04/2025,3500,3500,3500
"Tamil Nadu",Thiruvellore,"Paruthipattu(Uzhavar Sandhai )",Raddish,Raddish,Local,06/04/2025,3000,3000,3000
"Tamil Nadu",Thiruvellore,"Paruthipattu(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,06/04/2025,5000,5000,5000
"Tamil Nadu",Thiruvellore,"Paruthipattu(Uzhavar Sandhai )",Thondekai,Thondekai,Local,06/04/2025,4000,4000,4000
"Tamil Nadu",Thiruvellore,"Perambakkam(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,06/04/2025,4000,4000,4000
"Tamil Nadu",Thiruvellore,"Perambakkam(Uzhavar Sandhai )",Jasmine,Jasmine,Local,06/04/2025,50000,50000,50000
"Tamil Nadu",Thiruvellore,"Perambakkam(Uzhavar Sandhai )",Rose(Local),"Rose (Local)",Local,06/04/2025,20000,20000,20000
"Tamil Nadu",Thiruvellore,"Tiruvallur(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,06/04/2025,3500,3500,3500
"Tamil Nadu",Thiruvellore,"Tiruvallur(Uzhavar Sandhai )",Coconut,Coconut,Local,06/04/2025,5000,5000,5000
"Tamil Nadu",Thiruvellore,"Tiruvallur(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,06/04/2025,4000,4000,4000
"Tamil Nadu",Thiruvellore,"Tiruvallur(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,06/04/2025,4000,4000,4000
"Tamil Nadu",Thiruvellore,"Tiruvallur(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,06/04/2025,3000,3000,3000
"Tamil Nadu",Tuticorin,"Kovilpatti(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,06/04/2025,3500,4000,4000
"Tamil Nadu",Tuticorin,"Kovilpatti(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,06/04/2025,5000,5500,5500
"Tamil Nadu",Tuticorin,"Kovilpatti(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,06/04/2025,6000,6500,6500
"Tamil Nadu",Tuticorin,"Kovilpatti(Uzhavar Sandhai )",Guava,"Guava Alahabad",Local,06/04/2025,4000,4500,4500
"Tamil Nadu",Tuticorin,"Kovilpatti(Uzhavar Sandhai )","Indian Beans (Seam)","Indian Beans (Seam)",Local,06/04/2025,5500,6000,6000
"Tamil Nadu",Tuticorin,"Kovilpatti(Uzhavar Sandhai )",Lime,Lime,Local,06/04/2025,10000,10600,10600
"Tamil Nadu",Tuticorin,"Kovilpatti(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,06/04/2025,4000,4500,4500
"Tamil Nadu",Tuticorin,"Kovilpatti(Uzhavar Sandhai )",Tomato,Deshi,Local,06/04/2025,1200,1500,1500
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,06/04/2025,1000,1500,1500
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )",Brinjal,Round,Local,06/04/2025,4500,5000,5000
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )",Cabbage,Cabbage,Local,06/04/2025,1500,2000,2000
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )",Capsicum,Capsicum,Local,06/04/2025,5500,6000,6000
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,06/04/2025,3000,3500,3500
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,06/04/2025,4500,5000,5000
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )",Garlic,Average,Local,06/04/2025,17000,18000,18000
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )",Raddish,Raddish,Local,06/04/2025,2500,3000,3000
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,06/04/2025,2500,3000,3000
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )","Water Melon","Water Melon",Local,06/04/2025,2000,2500,2500
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,06/04/2025,3500,3500,3500
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai )",Drumstick,Drumstick,Local,06/04/2025,2400,2400,2400
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai )","Indian Beans (Seam)","Indian Beans (Seam)",Local,06/04/2025,5600,5600,5600
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai )",Marigold(Calcutta),Marigold(Calcutta),Local,06/04/2025,20000,20000,20000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,06/04/2025,3500,3500,3500
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai )",Raddish,Raddish,Local,06/04/2025,1800,1800,1800
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai )","Sweet Potato","Hosur Red",Local,06/04/2025,3500,3500,3500
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai )","Tamarind Fruit","Tamarind Fruit",Local,06/04/2025,12000,12000,12000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai )",Thondekai,Thondekai,Local,06/04/2025,2800,2800,2800
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai )",Tomato,Deshi,Local,06/04/2025,1200,1400,1400
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai )",Carrot,Pusakesar,Local,06/04/2025,2000,2000,2000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai )",Cucumbar(Kheera),Cucumbar,Local,06/04/2025,2000,2500,2500
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai )",Grapes,Annabesahai,Local,06/04/2025,11000,11000,11000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,06/04/2025,3000,4400,4400
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,06/04/2025,3000,4000,4000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai )","Indian Beans (Seam)","Indian Beans (Seam)",Local,06/04/2025,4600,5600,5600
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai )",Jasmine,Jasmine,Local,06/04/2025,70000,70000,70000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai )","Karbuja(Musk Melon)",Karbhuja,Local,06/04/2025,3500,4000,4000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,06/04/2025,2600,2600,2600
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai )","Tender Coconut","Tender Coconut",Local,06/04/2025,2500,3000,3000
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )",Apple,American,Local,06/04/2025,20000,22000,22000
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )",Ashgourd,Gouard,Local,06/04/2025,1500,1500,1500
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )",Banana,Besrai,Local,06/04/2025,4000,6000,6000
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )",Beetroot,Beetroot,Local,06/04/2025,2000,2000,2000
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,06/04/2025,1500,1500,1500
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )",Carrot,Pusakesar,Local,06/04/2025,2000,2400,2400
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )",Cucumbar(Kheera),Cucumbar,Local,06/04/2025,2000,2000,2000
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )",Garlic,Average,Local,06/04/2025,11000,12000,12000
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,06/04/2025,4000,4600,4600
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )",Groundnut,"Big (With Shell)",Local,06/04/2025,7000,7000,7000
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )",Lemon,Lemon,Local,06/04/2025,6000,6000,6000
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )",Mashrooms,Mashrooms,Local,06/04/2025,3000,3000,3000
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )",Orange,Darjeeling,Local,06/04/2025,10000,10000,10000
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )","Tender Coconut","Tender Coconut",Local,06/04/2025,2500,3000,3000
"Tamil Nadu",Vellore,Thirupathur,Amaranthus,Amaranthus,Local,06/04/2025,2500,2500,2500
"Tamil Nadu",Vellore,Thirupathur,Capsicum,Capsicum,Local,06/04/2025,5000,5000,5000
"Tamil Nadu",Vellore,Thirupathur,Cauliflower,Ranchi,Local,06/04/2025,3000,3000,3000
"Tamil Nadu",Vellore,Thirupathur,"Cluster beans","Cluster Beans",Local,06/04/2025,3000,3000,3000
"Tamil Nadu",Vellore,Thirupathur,Guava,"Guava Alahabad",Local,06/04/2025,5000,5000,5000
"Tamil Nadu",Vellore,Thirupathur,"Tender Coconut","Tender Coconut",Local,06/04/2025,3500,3500,3500
"Tamil Nadu",Vellore,Thirupathur,"Water Melon","Water Melon",Local,06/04/2025,2000,2000,2000
"Tamil Nadu",Vellore,Vellore,"Amla(Nelli Kai)",Amla,Local,06/04/2025,8000,8000,8000
"Tamil Nadu",Vellore,Vellore,"Bitter gourd","Bitter Gourd",Local,06/04/2025,2000,2500,2500
"Tamil Nadu",Vellore,Vellore,Colacasia,Colacasia,Local,06/04/2025,4500,5000,5000
"Tamil Nadu",Vellore,Vellore,Coriander(Leaves),"I Sort",Local,06/04/2025,4000,4000,4000
"Tamil Nadu",Vellore,Vellore,Drumstick,Drumstick,Local,06/04/2025,2000,2000,2000
"Tamil Nadu",Vellore,Vellore,Ginger(Green),"Green Ginger",Local,06/04/2025,4500,4500,4500
"Tamil Nadu",Vellore,Vellore,"Green Avare (W)","Avare (W)",Local,06/04/2025,3000,4000,4000
"Tamil Nadu",Vellore,Vellore,Guava,"Guava Alahabad",Local,06/04/2025,3000,3000,3000
"Tamil Nadu",Vellore,Vellore,Jasmine,Jasmine,Local,06/04/2025,45000,50000,50000
"Tamil Nadu",Vellore,Vellore,"Knool Khol","Knool Khol",Local,06/04/2025,2500,2500,2500
"Tamil Nadu",Vellore,Vellore,"Onion Green","Onion Green",Local,06/04/2025,3500,4000,4000
"Tamil Nadu",Vellore,Vellore,Potato,"(Red Nanital)",Local,06/04/2025,2500,2500,2500
"Tamil Nadu",Vellore,Vellore,Pumpkin,Pumpkin,Local,06/04/2025,1500,1500,1500
"Tamil Nadu",Vellore,Vellore,Thondekai,Thondekai,Local,06/04/2025,3500,3500,3500
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,06/04/2025,4000,4000,4000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )",Carrot,Pusakesar,Local,06/04/2025,5000,5000,5000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,06/04/2025,4000,4000,4000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,06/04/2025,4000,4000,4000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )",Papaya,Papaya,Local,06/04/2025,4000,4000,4000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,06/04/2025,3000,3000,3000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )",Raddish,Raddish,Local,06/04/2025,2500,2500,2500
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )","Tender Coconut","Tender Coconut",Local,06/04/2025,2500,3000,3000
"Tamil Nadu",Villupuram,Tindivanam,Amaranthus,Amaranthus,Local,06/04/2025,4000,4000,4000
"Tamil Nadu",Villupuram,Tindivanam,"Amla(Nelli Kai)",Amla,Local,06/04/2025,8000,8000,8000
"Tamil Nadu",Villupuram,Tindivanam,Ashgourd,Gouard,Local,06/04/2025,1500,1500,1500
"Tamil Nadu",Villupuram,Tindivanam,Beans,"Beans (Whole)",Local,06/04/2025,7600,7600,7600
"Tamil Nadu",Villupuram,Tindivanam,"Bhindi(Ladies Finger)",Bhindi,Local,06/04/2025,2400,2400,2400
"Tamil Nadu",Villupuram,Tindivanam,Brinjal,Round,Local,06/04/2025,3000,3400,3400
"Tamil Nadu",Villupuram,Tindivanam,Capsicum,Capsicum,Local,06/04/2025,5000,5000,5000
"Tamil Nadu",Villupuram,Tindivanam,Carrot,Pusakesar,Local,06/04/2025,4800,4800,4800
"Tamil Nadu",Villupuram,Tindivanam,Coriander(Leaves),"I Sort",Local,06/04/2025,4000,4000,4000
"Tamil Nadu",Villupuram,Tindivanam,Cucumbar(Kheera),Cucumbar,Local,06/04/2025,2600,3600,3600
"Tamil Nadu",Villupuram,Tindivanam,"Green Avare (W)","Avare (W)",Local,06/04/2025,6600,6600,6600
"Tamil Nadu",Villupuram,Tindivanam,"Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,06/04/2025,4000,5000,5000
"Tamil Nadu",Villupuram,Tindivanam,Mashrooms,Mashrooms,Local,06/04/2025,2000,2000,2000
"Tamil Nadu",Villupuram,Tindivanam,Onion,Bellary,Local,06/04/2025,2500,3000,3000
"Tamil Nadu",Villupuram,Tindivanam,Pumpkin,Pumpkin,Local,06/04/2025,2000,2000,2000
"Tamil Nadu",Villupuram,Ulundurpettai,"Banana - Green","Banana - Green",Local,06/04/2025,4000,4000,4000
"Tamil Nadu",Villupuram,Ulundurpettai,"Cluster beans","Cluster Beans",Local,06/04/2025,4000,4000,4000
"Tamil Nadu",Villupuram,Ulundurpettai,Coconut,Coconut,Local,06/04/2025,3000,4000,4000
"Tamil Nadu",Villupuram,Ulundurpettai,Lemon,Lemon,Local,06/04/2025,6000,6000,6000
"Tamil Nadu",Villupuram,Ulundurpettai,Onion,Bellary,Local,06/04/2025,3500,4000,4000
"Tamil Nadu",Villupuram,Ulundurpettai,Potato,"(Red Nanital)",Local,06/04/2025,4000,4000,4000
"Tamil Nadu",Villupuram,Ulundurpettai,Snakeguard,Snakeguard,Local,06/04/2025,3000,3000,3000
"Tamil Nadu",Villupuram,Ulundurpettai,"Tender Coconut","Tender Coconut",Local,06/04/2025,3000,3500,3500
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )",Ashgourd,Gouard,Local,06/04/2025,2000,2500,2500
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,06/04/2025,6500,7000,7000
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,06/04/2025,5500,6000,6000
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )",Guava,"Guava Alahabad",Local,06/04/2025,4500,5000,5000
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )",Lemon,Lemon,Local,06/04/2025,6500,7000,7000
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,06/04/2025,3500,4000,4000
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )",Papaya,Papaya,Local,06/04/2025,3000,3500,3500
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,06/04/2025,2000,2500,2500
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,06/04/2025,2500,3000,3000
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )","Sweet Potato","Hosur Red",Local,06/04/2025,3500,4000,4000
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )","Yam (Ratalu)","Yam (Ratalu)",Local,06/04/2025,8500,9000,9000
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai )",Carrot,Pusakesar,Local,06/04/2025,4500,5000,5000
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,06/04/2025,3500,4000,4000
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai )","Onion Green","Onion Green",Local,06/04/2025,3500,4000,4000
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai )",Chikoos(Sapota),Sapota,Local,06/04/2025,3300,3600,3600
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai )","Onion Green","Onion Green",Local,06/04/2025,4500,5000,5000
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,06/04/2025,2200,2500,2500
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,06/04/2025,4500,5000,5000
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,06/04/2025,1800,2000,2000
"Tamil Nadu",Virudhunagar,"Sathur(Uzhavar Sandhai )",Ashgourd,Gouard,Local,06/04/2025,2000,2500,2500
"Tamil Nadu",Virudhunagar,"Sathur(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,06/04/2025,6000,7000,7000
"Tamil Nadu",Virudhunagar,"Sathur(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,06/04/2025,4000,5000,5000
"Tamil Nadu",Virudhunagar,"Sathur(Uzhavar Sandhai )",Carrot,Pusakesar,Local,06/04/2025,5000,6000,6000
"Tamil Nadu",Virudhunagar,"Sathur(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,06/04/2025,5000,6000,6000
"Tamil Nadu",Virudhunagar,"Sathur(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,06/04/2025,4500,5000,5000
"Tamil Nadu",Virudhunagar,"Sivakasi(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,06/04/2025,2800,3000,3000
"Tamil Nadu",Virudhunagar,"Sivakasi(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,06/04/2025,3400,3500,3500
